what,kind,bundleId,bundleVersion,description,time
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1338986143444
java.vm.version,sysinfo,,,"19.0-b09",1338986143444
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1338986144677
started,bundle,com.altera.sbtgui.core,12.0.0.170b,"com.altera.sbtgui.core",1338986144891
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1338986144899
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1338986144963
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1338986147563
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1338986147595
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338986147745
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338986150363
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338986154148
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338986161020
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338986163192
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338986164087
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.cleanAction",1338986164096
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338986164387
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338986170840
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1338986187312
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1338986187335
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1338986187341
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1338986187394
activated,view,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.internal.introview",1338986189331
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1338986189342
closed,view,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.internal.introview",1338986189364
opened,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1338986190789
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1338986190807
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1338986196753
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.refresh",1338986197601
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1338986202216
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338986202481
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338986206782
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338986206789
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338986210344
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201009141542,"org.eclipse.cdt.debug.core",1338986211907
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui",1338986211910
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338986213371
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338986214373
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.cleanAction",1338986214377
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338986214664
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338986216011
