what,kind,bundleId,bundleVersion,description,time
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1339775794420
java.vm.version,sysinfo,,,"19.0-b09",1339775794420
started,bundle,com.altera.sbtgui.core,12.0.0.178,"com.altera.sbtgui.core",1339775804513
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1339775804528
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339775805947
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1339775806029
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1339775806052
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339775807792
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339775808875
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339775812192
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1339775813089
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1339775815750
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339775815820
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339775817628
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1339775817640
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1339775817640
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339775817656
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339775823355
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339775824041
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339775973467
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1339775973606
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1339775973641
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339775978179
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339776002032
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1339776006036
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1339776006063
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1339776006137
activated,view,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.internal.introview",1339776007126
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1339776007135
closed,view,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.internal.introview",1339776007155
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339776013428
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339776014455
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.cleanAction",1339776014462
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339776014728
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339776034689
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339776480108
